courses,course_name,150,150    introduction  to  the  discipline  of  statistics
courses,course_name,150,  introduction  to  the  discipline  of  statistics  150
courses,course_name,150,150
courses,course_name,150,  introduction  to  the  discipline  of  statistics
courses,course_name,200,200    special  problems  for  undergraduates
courses,course_name,200,  special  problems  for  undergraduates  200
courses,course_name,200,200
courses,course_name,200,  special  problems  for  undergraduates
courses,course_name,217,217    introduction  to  statistical  concepts  and  methods
courses,course_name,217,  introduction  to  statistical  concepts  and  methods  217
courses,course_name,217,217
courses,course_name,217,  introduction  to  statistical  concepts  and  methods
courses,course_name,218,218    applied  statistics  for  the  life  sciences
courses,course_name,218,  applied  statistics  for  the  life  sciences  218
courses,course_name,218,218
courses,course_name,218,  applied  statistics  for  the  life  sciences
courses,course_name,251,251    statistical  inference  for  management  i
courses,course_name,251,  statistical  inference  for  management  i  251
courses,course_name,251,251
courses,course_name,251,  statistical  inference  for  management  i
courses,course_name,252,252    statistical  inference  for  management  ii
courses,course_name,252,  statistical  inference  for  management  ii  252
courses,course_name,252,252
courses,course_name,252,  statistical  inference  for  management  ii
courses,course_name,270,270    selected  topics
courses,course_name,270,  selected  topics  270
courses,course_name,270,270
courses,course_name,270,  selected  topics
courses,course_name,301,301    statistics  i
courses,course_name,301,  statistics  i  301
courses,course_name,301,301
courses,course_name,301,  statistics  i
courses,course_name,302,302    statistics  ii
courses,course_name,302,  statistics  ii  302
courses,course_name,302,302
courses,course_name,302,  statistics  ii
courses,course_name,305,305    introduction  to  probability  and  simulation
courses,course_name,305,  introduction  to  probability  and  simulation  305
courses,course_name,305,305
courses,course_name,305,  introduction  to  probability  and  simulation
courses,course_name,312,312    statistical  methods  for  engineers
courses,course_name,312,  statistical  methods  for  engineers  312
courses,course_name,312,312
courses,course_name,312,  statistical  methods  for  engineers
courses,course_name,313,313    applied  experimental  design  and  regression  models
courses,course_name,313,  applied  experimental  design  and  regression  models  313
courses,course_name,313,313
courses,course_name,313,  applied  experimental  design  and  regression  models
courses,course_name,314,314    statistical  methods  for  food  science
courses,course_name,314,  statistical  methods  for  food  science  314
courses,course_name,314,314
courses,course_name,314,  statistical  methods  for  food  science
courses,course_name,321,321    probability  and  statistics  for  engineers  and  scientists
courses,course_name,321,  probability  and  statistics  for  engineers  and  scientists  321
courses,course_name,321,321
courses,course_name,321,  probability  and  statistics  for  engineers  and  scientists
courses,course_name,323,323    design  and  analysis  of  experiments  i
courses,course_name,323,  design  and  analysis  of  experiments  i  323
courses,course_name,323,323
courses,course_name,323,  design  and  analysis  of  experiments  i
courses,course_name,324,324    applied  regression  analysis
courses,course_name,324,  applied  regression  analysis  324
courses,course_name,324,324
courses,course_name,324,  applied  regression  analysis
courses,course_name,330,330    statistical  computing  with  sas
courses,course_name,330,  statistical  computing  with  sas  330
courses,course_name,330,330
courses,course_name,330,  statistical  computing  with  sas
courses,course_name,331,331    statistical  computing  with  r
courses,course_name,331,  statistical  computing  with  r  331
courses,course_name,331,331
courses,course_name,331,  statistical  computing  with  r
courses,course_name,334,334    applied  linear  models
courses,course_name,334,  applied  linear  models  334
courses,course_name,334,334
